"4.11.2020","TRD140721T18",102,82,,,,,,,,,,"4.11.2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5.11.2020","TRD140721T18",102,84,,,,,,,,,,"5.11.2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"6.11.2020","TRD140721T18",102,87,,,,,,,,,,"6.11.2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7.11.2020","TRD140721T18",102,89,,,,,,,,,,"7.11.2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8.11.2020","TRD140721T18",102,92,,,,,,,,,,"8.11.2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9.11.2020","TRD140721T18",102,95,,,,,,,,,,"9.11.2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.11.2020","TRD140721T18",102,97,,,,,,,,,,"10.11.2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"11.11.2020","TRD140721T18",103,,,,,,,,,,"11.11.2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12.11.2020","TRD140721T18",103,02,,,,,,,,,,"12.11.2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"13.11.2020","TRD140721T18",103,05,,,,,,,,,,"13.11.2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"14.11.2020","TRD140721T18",103,08,,,,,,,,,,"14.11.2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"15.11.2020","TRD140721T18",103,1,,,,,,,,,,"15.11.2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"16.11.2020","TRD140721T18",103,13,,,,,,,,,,"16.11.2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"17.11.2020","TRD140721T18",103,15,,,,,,,,,,"17.11.2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"18.11.2020","TRD140721T18",103,18,,,,,,,,,,"18.11.2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"19.11.2020","TRD140721T18",103,2,,,,,,,,,,"19.11.2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20.11.2020","TRD140721T18",103,23,,,,,,,,,,"20.11.2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"21.11.2020","TRD140721T18",103,26,,,,,,,,,,"21.11.2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"22.11.2020","TRD140721T18",103,28,,,,,,,,,,"22.11.2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"23.11.2020","TRD140721T18",103,31,,,,,,,,,,"23.11.2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"24.11.2020","TRD140721T18",103,33,,,,,,,,,,"24.11.2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"25.11.2020","TRD140721T18",103,36,,,,,,,,,,"25.11.2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"26.11.2020","TRD140721T18",103,39,,,,,,,,,,"26.11.2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"27.11.2020","TRD140721T18",103,41,,,,,,,,,,"27.11.2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"28.11.2020","TRD140721T18",103,44,,,,,,,,,,"28.11.2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"29.11.2020","TRD140721T18",103,46,,,,,,,,,,"29.11.2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"30.11.2020","TRD140721T18",103,49,,,,,,,,,,"30.11.2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1.12.2020","TRD140721T18",103,51,,,,,,,,,,"1.12.2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2.12.2020","TRD140721T18",103,54,,,,,,,,,,"2.12.2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3.12.2020","TRD140721T18",103,57,,,,,,,,,,"3.12.2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4.12.2020","TRD140721T18",103,59,,,,,,,,,,"4.12.2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5.12.2020","TRD140721T18",103,62,,,,,,,,,,"5.12.2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"6.12.2020","TRD140721T18",103,64,,,,,,,,,,"6.12.2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7.12.2020","TRD140721T18",103,67,,,,,,,,,,"7.12.2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9.12.2020","TRD140721T18",103,72,,,,,,,,,,"9.12.2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.12.2020","TRD140721T18",103,75,,,,,,,,,,"10.12.2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"11.12.2020","TRD140721T18",103,77,,,,,,,,,,"11.12.2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12.12.2020","TRD140721T18",103,8,,,,,,,,,,"12.12.2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"13.12.2020","TRD140721T18",103,82,,,,,,,,,,"13.12.2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"14.12.2020","TRD140721T18",103,85,,,,,,,,,,"14.12.2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"15.12.2020","TRD140721T18",103,88,,,,,,,,,,"15.12.2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"16.12.2020","TRD140721T18",103,9,,,,,,,,,,"16.12.2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"17.12.2020","TRD140721T18",103,93,,,,,,,,,,"17.12.2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"18.12.2020","TRD140721T18",103,95,,,,,,,,,,"18.12.2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"19.12.2020","TRD140721T18",103,98,,,,,,,,,,"19.12.2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20.12.2020","TRD140721T18",104,01,,,,,,,,,,"20.12.2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"21.12.2020","TRD140721T18",104,03,,,,,,,,,,"21.12.2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"22.12.2020","TRD140721T18",104,06,,,,,,,,,,"22.12.2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
